"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1391024_at",0.150390016666667,3.87154859259259,1.63844798441788,0.112288956546021,0.420401396940163,-5.06154081061112
"1368616_at",-0.0968576533333329,6.10776209259259,-1.6383792517562,0.112303366877995,0.420401396940163,-5.06164386593817
"1387782_at",0.196261333333332,9.35917940740741,1.63824560521629,0.112331391300077,0.420401396940163,-5.06184424066127
"1396163_at",-0.339818448333333,6.92955021481481,-1.63822482964775,0.112335748262757,0.420401396940163,-5.06187538802494
"1391726_at",0.115400325,4.32273723333333,1.63817685961186,0.112345808867906,0.420401396940163,-5.06194730491893
"1394651_at",-0.147939788333334,5.13014593703704,-1.63814883456503,0.112351686819241,0.420401396940163,-5.06198931939365
"1388968_at",-0.136888205,3.90499315555556,-1.63814874010342,0.112351706631977,0.420401396940163,-5.06198946100722
"1393025_at",-0.206792795000001,4.79453372222222,-1.63809497929524,0.112362983098062,0.420401396940163,-5.0620700562559
"1368256_at",0.0873339449999999,3.342361,1.63796670039823,0.112389893718675,0.420451498226521,-5.06226235613586
"1388111_at",-0.202384578333333,6.14809828148148,-1.63776864696079,0.112431452299083,0.420505102645815,-5.0625592290559
"1397116_at",-0.0949039700000002,3.75487678888889,-1.6377294270978,0.112439683519585,0.420505102645815,-5.06261801430828
"1397164_at",0.335570416666666,10.3996967592593,1.63770511097833,0.112444787086485,0.420505102645815,-5.06265446028989
"1380817_at",0.149929818333333,3.91239211851852,1.63762346287146,0.112461925133083,0.420518625671965,-5.06277683451127
"1369036_at",0.0911428216666664,3.52849742592593,1.63749419262968,0.112489063563784,0.420546241457118,-5.06297057454435
"1370461_at",-0.241559341666667,4.92576390740741,-1.6374594593709,0.112496356239164,0.420546241457118,-5.06302262786556
"1372052_at",0.191254725,8.90801883333333,1.63738317271938,0.11251237493871,0.420555570699393,-5.06313695237589
"1376039_at",-0.332506558333332,5.33704459259259,-1.63727689732267,0.112534693842431,0.420588444154041,-5.06329621123801
"1381012_at",-0.167250033333333,9.36743881481481,-1.63709062668467,0.112573821418502,0.420684123082671,-5.0635753263468
"1381756_at",0.162992973333334,4.39602481851852,1.63695763524458,0.112601764199554,0.420737986884769,-5.06377458985976
"1368158_at",0.270019399999999,8.93132077777778,1.63665776182194,0.112664791617551,0.420922916207858,-5.06422384681727
"1377439_at",0.0934770333333337,4.40422938518519,1.63655926957654,0.112685499112101,0.420949710136605,-5.06437138871805
